flow_bucket,priority_high,priority_medium,priority_low,n_steps,has_auth,has_payment,has_form_input,n_inputs,n_buttons,avg_dom_confidence,qa_edit_ratio,n_assertions,n_waits,code_lines,past_pass_rate,past_runs,mean_duration_s,duration_stddev_s,risk_label
login_flow,0.0,1.0,0.0,6,1.0,0.0,1.0,4,1,0.788,0.3697,5,4,35,0.8841,47,5.377,0.849,MEDIUM
checkout,0.0,0.0,1.0,7,1.0,1.0,1.0,5,1,0.5776,0.4531,4,5,32,0.8001,23,3.817,1.454,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,1,0.9693,0.0132,3,0,41,0.8982,63,1.271,0.29,MEDIUM
login_flow,0.0,1.0,0.0,10,1.0,0.0,1.0,3,1,0.6429,0.285,5,6,105,0.7083,34,2.301,0.877,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.882,0.0199,3,0,33,0.9721,72,1.315,0.166,LOW
search,1.0,0.0,0.0,2,0.0,0.0,1.0,1,1,0.9107,0.0227,0,0,55,0.9223,50,0.907,0.17,LOW
cart_ops,1.0,0.0,0.0,6,0.0,0.0,0.0,1,5,0.8176,0.0996,3,0,79,0.9117,51,0.816,0.35,MEDIUM
login_flow,1.0,0.0,0.0,13,1.0,0.0,1.0,4,1,0.6719,0.3991,8,3,133,0.6684,56,2.814,0.738,HIGH
checkout,1.0,0.0,0.0,18,0.0,1.0,1.0,5,3,0.5614,0.3938,6,2,197,0.8495,29,8.191,1.626,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,4,0.8947,0.1937,4,0,80,1.0,19,2.837,0.419,LOW
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,3,0.9414,0.1687,0,2,52,0.7793,21,2.309,0.418,MEDIUM
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,3,0.7826,0.29,4,0,59,0.9392,15,1.438,0.108,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,2,5,0.8105,0.388,4,1,61,0.9291,43,2.281,0.638,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,3,0.722,0.1948,5,1,43,0.8486,56,2.195,0.362,MEDIUM
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,4,0.7378,0.0647,6,0,69,0.7128,18,2.087,0.047,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,1,2,0.6201,0.1749,4,2,100,0.7816,20,2.366,0.09,MEDIUM
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,4,2,0.5449,0.4995,8,4,177,0.8531,21,7.159,1.67,MEDIUM
checkout,1.0,0.0,0.0,11,0.0,1.0,1.0,4,3,0.7196,0.4278,7,4,155,0.6399,43,3.947,0.519,HIGH
search,0.0,0.0,1.0,5,0.0,0.0,0.0,1,0,0.9844,0.1599,2,0,44,0.963,83,0.937,0.096,LOW
search,0.0,0.0,1.0,3,0.0,0.0,0.0,0,1,0.9779,0.0,1,0,42,0.9649,57,0.1,0.0,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,4,1,0.7682,0.4095,9,3,78,0.6078,67,3.128,1.039,HIGH
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,5,1,0.6098,0.3226,6,2,108,0.7406,47,2.74,0.262,HIGH
login_flow,0.0,0.0,1.0,11,1.0,0.0,1.0,3,2,0.6491,0.4621,7,3,71,0.7882,32,2.902,0.717,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,1,0.9391,0.0771,3,0,19,0.9966,77,0.545,0.072,LOW
login_flow,0.0,0.0,1.0,6,1.0,0.0,1.0,3,0,0.7039,0.2993,3,3,107,0.6142,36,4.659,0.568,HIGH
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,6,0,0.5197,0.1681,10,5,114,0.75,19,4.18,1.166,HIGH
search,0.0,1.0,0.0,3,0.0,0.0,1.0,1,1,0.9617,0.0578,2,0,27,1.0,32,1.584,0.0,LOW
checkout,1.0,0.0,0.0,11,0.0,1.0,1.0,5,2,0.4525,0.511,9,3,123,0.7465,22,4.779,0.323,HIGH
search,1.0,0.0,0.0,3,0.0,0.0,0.0,2,0,0.9217,0.0701,2,0,33,0.9453,42,1.269,0.302,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,2,0.9062,0.3246,4,1,53,0.8552,25,1.351,0.619,HIGH
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,1,1,0.6109,0.2037,3,1,62,0.8207,15,2.876,0.504,MEDIUM
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,0,4,0.8933,0.1343,2,2,67,0.8115,45,2.96,0.846,MEDIUM
cart_ops,0.0,1.0,0.0,8,0.0,0.0,1.0,3,5,0.7276,0.2122,5,1,46,0.9437,35,1.492,0.396,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,5,0,0.676,0.5029,7,5,81,0.6022,20,4.664,1.03,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.9077,0.0319,3,0,22,0.9919,50,0.484,0.226,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,1,0.4912,0.4155,5,2,99,0.8061,45,4.351,0.065,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,2,3,0.8147,0.1873,4,2,46,0.8351,25,3.201,0.511,MEDIUM
search,0.0,1.0,0.0,2,0.0,0.0,0.0,0,1,0.9004,0.0853,0,0,37,0.9254,8,1.104,0.214,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,0,4,0.8505,0.166,6,2,75,0.9427,18,2.505,0.0,LOW
cart_ops,0.0,0.0,1.0,8,1.0,0.0,0.0,1,3,0.689,0.329,6,2,29,0.9197,39,1.053,0.486,MEDIUM
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,3,1,0.3818,0.228,6,2,58,0.731,40,4.097,0.138,HIGH
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,7,3,0.591,0.3243,9,2,161,0.4835,24,4.507,1.323,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.6136,0.3809,7,2,32,0.9913,52,4.173,0.457,LOW
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,3,0.8025,0.0,3,1,54,0.9401,42,2.691,0.644,LOW
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,4,0.8714,0.0608,4,1,65,0.8183,37,2.358,0.277,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,1,1,0.6154,0.2849,7,4,50,1.0,34,2.57,1.03,LOW
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,4,0.8089,0.1377,5,1,53,0.898,38,3.202,0.374,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,3,2,0.6749,0.5528,5,2,65,0.7593,44,2.762,0.519,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,1,0.8817,0.0425,1,0,55,0.9218,53,1.49,0.008,MEDIUM
search,0.0,0.0,1.0,3,1.0,0.0,0.0,1,1,0.9113,0.0838,2,0,34,0.9788,34,1.421,0.001,LOW
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,5,1,0.7515,0.6674,7,3,143,0.6045,20,4.366,0.357,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,1,0.9346,0.0714,2,0,44,0.9365,61,0.678,0.02,LOW
checkout,0.0,1.0,0.0,15,1.0,1.0,1.0,2,0,0.5482,0.7716,9,5,125,0.9187,22,5.913,1.237,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,2,2,0.7853,0.5566,7,4,58,0.8292,61,3.943,0.726,MEDIUM
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,5,2,0.6399,0.5056,3,5,68,0.6942,27,7.226,0.245,HIGH
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,4,3,0.5778,0.6122,11,6,91,0.7084,21,4.119,0.203,HIGH
search,1.0,0.0,0.0,3,0.0,0.0,0.0,2,0,0.9037,0.0079,1,0,41,0.9491,50,1.047,0.265,LOW
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,5,1,0.3763,0.2778,9,4,179,0.5893,40,7.249,1.204,HIGH
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,7,2,0.5453,0.3805,7,3,183,0.6942,17,2.267,0.645,HIGH
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,1,0.888,0.0249,4,0,40,0.9579,47,0.947,0.0,LOW
checkout,1.0,0.0,0.0,6,1.0,1.0,1.0,7,1,0.452,0.6232,8,3,154,0.6741,26,7.201,1.426,HIGH
cart_ops,1.0,0.0,0.0,3,1.0,0.0,0.0,0,5,0.8807,0.128,4,0,56,0.9799,34,1.484,0.53,LOW
cart_ops,0.0,0.0,1.0,6,1.0,0.0,1.0,2,2,0.8914,0.2195,5,1,44,0.9545,37,1.745,0.52,LOW
login_flow,1.0,0.0,0.0,4,1.0,0.0,1.0,3,1,0.559,0.3327,3,2,27,0.6718,51,4.26,0.482,HIGH
search,0.0,1.0,0.0,3,0.0,0.0,0.0,2,1,0.8497,0.0602,2,1,36,0.9159,64,1.278,0.164,MEDIUM
login_flow,0.0,1.0,0.0,11,1.0,0.0,1.0,3,1,0.6069,0.2725,8,4,127,0.8479,36,4.069,0.293,MEDIUM
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,8,1,0.5681,0.7114,10,7,150,0.6804,21,4.915,0.67,HIGH
search,0.0,0.0,1.0,5,0.0,0.0,0.0,1,1,0.9499,0.0468,3,0,5,1.0,85,1.915,0.0,LOW
checkout,1.0,0.0,0.0,9,0.0,1.0,1.0,5,4,0.4856,0.755,6,2,162,0.6,29,5.747,2.163,HIGH
cart_ops,0.0,1.0,0.0,7,1.0,0.0,1.0,1,2,0.7793,0.2217,4,1,45,1.0,58,0.388,0.0,LOW
checkout,1.0,0.0,0.0,17,0.0,1.0,1.0,5,1,0.7345,0.7047,7,3,118,0.8434,32,6.95,1.209,MEDIUM
checkout,1.0,0.0,0.0,8,0.0,1.0,1.0,5,3,0.6997,0.3906,8,3,115,0.5545,22,8.409,1.472,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,1,3,0.9227,0.0012,3,1,59,0.8024,41,2.361,0.423,MEDIUM
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,2,2,0.8594,0.2101,2,2,75,0.9477,15,0.212,0.507,LOW
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,0,4,0.784,0.1312,3,1,89,0.6911,35,2.53,0.341,HIGH
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,2,0.9153,0.0414,2,0,26,0.9656,31,0.964,0.187,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,2,0.5979,0.3759,2,4,74,0.7759,22,3.145,1.222,MEDIUM
checkout,0.0,1.0,0.0,11,0.0,1.0,1.0,7,3,0.7271,0.6034,8,3,140,0.6402,25,6.151,0.0,HIGH
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.6141,0.3542,5,3,105,0.9471,72,3.13,1.145,LOW
search,0.0,0.0,1.0,4,0.0,0.0,0.0,2,0,0.9689,0.0,2,1,18,0.9868,25,0.903,0.218,MEDIUM
cart_ops,0.0,0.0,1.0,6,0.0,0.0,0.0,0,3,0.7957,0.1261,5,2,65,0.8419,35,3.14,0.419,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,5,1,0.7043,0.4185,7,3,52,0.7687,9,4.6,0.562,MEDIUM
checkout,1.0,0.0,0.0,10,0.0,1.0,1.0,6,4,0.387,0.2782,10,5,147,0.6273,28,7.468,1.902,HIGH
checkout,1.0,0.0,0.0,17,1.0,1.0,1.0,4,1,0.705,0.2311,3,6,127,0.8341,40,8.621,1.638,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,1.0,2,3,0.8558,0.1456,6,0,87,0.8767,43,1.959,0.455,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,1.0,2,4,0.9128,0.2285,4,1,40,0.6312,14,2.124,0.428,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,1,0.9813,0.0042,1,0,55,0.9894,91,1.901,0.039,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,2,0,0.9409,0.0,2,0,32,0.9734,56,0.852,0.479,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.5034,0.2277,6,1,75,0.5973,26,3.572,1.334,HIGH
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,0,4,0.7355,0.1674,5,1,54,0.842,15,2.116,0.427,MEDIUM
checkout,0.0,0.0,1.0,5,0.0,1.0,1.0,6,3,0.56,0.5962,11,5,153,0.5993,28,10.602,1.711,HIGH
search,0.0,0.0,1.0,4,0.0,0.0,1.0,1,1,0.94,0.0959,1,0,19,0.9542,67,0.278,0.0,LOW
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,6,2,0.5147,0.3795,10,5,94,0.5956,26,6.709,1.27,HIGH
login_flow,0.0,1.0,0.0,10,1.0,0.0,1.0,2,1,0.4974,0.1996,5,4,60,0.8637,19,3.822,0.568,MEDIUM
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,1,3,0.7885,0.0073,5,1,21,0.9011,39,1.802,0.379,HIGH
cart_ops,0.0,0.0,1.0,6,0.0,0.0,0.0,2,1,0.8493,0.1905,2,0,56,0.8116,25,2.152,0.314,MEDIUM
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,3,0,0.8436,0.47,7,7,69,0.755,43,6.943,1.217,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,0,0.6421,0.5057,4,4,63,0.7586,42,4.62,0.221,MEDIUM
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,7,1,0.8516,0.8355,7,5,119,0.7625,17,2.569,1.619,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,2,0.5319,0.346,5,3,98,0.7329,24,4.225,0.719,HIGH
checkout,1.0,0.0,0.0,16,1.0,1.0,1.0,3,1,0.6544,0.555,7,5,148,0.5193,23,8.259,1.759,HIGH
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.6438,0.3702,4,4,105,0.8087,9,2.903,0.651,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,1,0.8383,0.0638,3,0,51,1.0,48,0.887,0.241,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,2,2,0.8114,0.1846,7,1,45,0.8655,12,0.979,0.631,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,3,2,0.575,0.1932,5,3,119,0.636,16,9.033,1.947,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,2,0.5071,0.4997,3,4,90,0.8548,47,6.772,1.249,MEDIUM
cart_ops,1.0,0.0,0.0,3,1.0,0.0,0.0,1,3,0.8042,0.0897,2,1,91,0.7864,28,2.54,0.5,MEDIUM
checkout,1.0,0.0,0.0,8,1.0,1.0,1.0,5,2,0.6159,0.5765,6,2,141,0.5669,46,6.616,0.938,HIGH
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,3,0,0.6793,0.6059,5,7,130,0.8132,36,4.713,1.499,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.8641,0.0396,3,1,29,0.9633,48,0.922,0.419,LOW
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,4,0.8605,0.153,4,2,63,0.9742,42,2.153,0.359,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,0,0.8441,0.0,3,0,30,0.9895,51,1.017,0.158,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,1,0.8174,0.062,3,2,87,0.787,39,5.703,1.049,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,2,0.9094,0.0861,3,0,20,0.967,77,1.381,0.323,LOW
checkout,1.0,0.0,0.0,15,0.0,1.0,1.0,5,2,0.6054,0.0998,3,6,100,0.8689,33,5.725,1.199,MEDIUM
cart_ops,1.0,0.0,0.0,8,0.0,0.0,1.0,1,4,0.7589,0.1993,2,0,57,0.8812,27,3.199,0.569,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,0,2,0.7156,0.0765,7,1,64,0.8911,15,2.141,0.296,HIGH
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,5,3,0.5898,0.3434,12,4,188,0.6041,44,10.391,2.129,HIGH
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,4,2,0.674,0.6425,8,2,161,0.7971,39,7.818,0.299,MEDIUM
login_flow,0.0,0.0,1.0,6,1.0,0.0,1.0,2,1,0.6651,0.3411,8,3,141,0.7372,28,3.551,0.754,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.901,0.0582,2,0,20,0.9343,46,0.563,0.639,LOW
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,4,3,0.4902,0.4014,10,5,104,0.6778,27,5.705,1.814,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9468,0.0263,2,0,30,1.0,17,1.176,0.351,LOW
cart_ops,1.0,0.0,0.0,8,0.0,0.0,0.0,1,2,0.7744,0.2377,7,1,46,0.8855,10,0.76,0.288,MEDIUM
search,1.0,0.0,0.0,4,0.0,0.0,1.0,2,1,0.9667,0.0653,3,0,28,0.9764,19,0.574,0.033,LOW
search,0.0,1.0,0.0,2,0.0,0.0,0.0,1,1,0.8567,0.051,1,0,31,0.9648,48,0.916,0.192,LOW
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,5,3,0.5505,0.5755,6,2,132,0.6536,22,4.4,2.14,HIGH
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,0,2,0.8765,0.1949,4,1,73,0.7602,39,3.169,0.356,MEDIUM
cart_ops,1.0,0.0,0.0,5,1.0,0.0,0.0,1,3,0.8318,0.0968,3,2,39,0.9789,34,2.351,0.517,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,5,1,0.7314,0.2149,0,4,116,0.8052,46,2.511,1.153,MEDIUM
search,0.0,1.0,0.0,2,0.0,0.0,1.0,1,1,0.9205,0.0889,2,1,45,0.9824,51,1.087,0.178,LOW
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,7,2,0.6171,0.4122,6,5,116,0.6632,45,5.529,1.064,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,2,0,0.6132,0.3063,5,3,61,0.8472,58,5.173,0.443,MEDIUM
cart_ops,0.0,1.0,0.0,5,1.0,0.0,1.0,0,3,1.0,0.0,3,0,52,1.0,16,2.41,0.415,LOW
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,3,1,0.6559,0.4075,6,4,80,0.7882,54,5.401,0.837,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,2,1,0.6034,0.3445,7,4,54,0.9019,25,4.124,0.752,MEDIUM
search,0.0,1.0,0.0,1,1.0,0.0,0.0,1,1,0.9012,0.0907,2,1,37,0.9716,33,0.765,0.397,LOW
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,3,0.6598,0.0382,5,0,72,1.0,21,0.797,0.443,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,1,0.8137,0.5179,4,3,108,0.6671,25,5.622,1.367,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.6817,0.444,6,2,102,0.7995,24,4.635,1.276,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,4,3,0.5523,0.4474,7,5,118,0.8105,14,6.586,2.778,MEDIUM
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,3,1,0.6767,0.5409,5,4,91,0.8979,41,3.571,0.543,MEDIUM
checkout,0.0,0.0,1.0,15,0.0,1.0,1.0,6,1,0.4026,0.4027,8,3,143,1.0,39,6.001,1.241,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,1,0.6313,0.4195,6,3,77,0.8357,33,4.462,0.972,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,0.0,1,1,0.8594,0.0,3,0,22,0.9388,17,0.633,0.226,LOW
search,0.0,1.0,0.0,2,0.0,0.0,0.0,1,1,0.9947,0.0006,2,0,56,0.9367,51,1.271,0.268,LOW
search,0.0,1.0,0.0,4,0.0,0.0,1.0,1,1,0.969,0.0146,3,0,55,0.885,58,0.902,0.259,MEDIUM
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,4,0.8257,0.0897,4,2,55,0.8725,36,2.667,0.167,MEDIUM
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,1,5,0.8081,0.2507,2,1,76,0.8062,37,2.077,0.686,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,1,0.7269,0.3432,5,3,91,0.6817,53,4.147,1.062,HIGH
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,5,0,0.6071,0.4407,9,5,223,0.7936,14,6.006,2.026,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,1,0.5632,0.3206,3,5,65,0.7073,39,5.264,0.358,HIGH
checkout,0.0,0.0,1.0,13,1.0,1.0,1.0,3,5,0.5987,0.3813,10,2,75,0.7753,17,6.831,2.329,MEDIUM
search,1.0,0.0,0.0,4,0.0,0.0,0.0,0,1,0.881,0.0396,4,0,34,1.0,95,0.968,0.198,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,1,0.3993,0.1415,8,3,65,0.5993,62,0.815,1.248,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,4,1,0.6942,0.352,3,4,94,0.5181,61,3.008,0.68,HIGH
checkout,1.0,0.0,0.0,18,1.0,1.0,1.0,4,2,0.5219,0.4285,6,5,141,0.7847,39,6.299,1.839,LOW
search,0.0,0.0,1.0,4,0.0,0.0,0.0,0,1,0.8787,0.0584,2,0,18,0.9469,67,0.376,0.123,LOW
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,0,0.9947,0.1557,4,1,32,0.9412,62,1.229,0.143,LOW
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,2,1,0.5675,0.4006,2,3,47,0.9729,30,3.755,0.596,LOW
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,0,3,0.9099,0.1048,4,0,45,0.9365,33,2.191,0.24,LOW
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,7,3,0.5254,0.172,6,4,136,0.8066,25,6.521,1.92,MEDIUM
cart_ops,1.0,0.0,0.0,4,1.0,0.0,0.0,2,3,0.8302,0.1357,6,0,69,0.8641,30,3.071,0.748,MEDIUM
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,6,1,0.7467,0.207,5,4,131,0.9531,33,3.875,1.649,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.7192,0.3448,5,3,63,0.9427,28,1.924,0.248,LOW
cart_ops,1.0,0.0,0.0,5,1.0,0.0,1.0,1,2,0.7982,0.2441,6,2,62,0.9555,43,2.137,0.375,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,6,1,0.609,0.3822,6,4,71,0.684,42,3.003,0.43,HIGH
checkout,1.0,0.0,0.0,16,0.0,1.0,1.0,5,2,0.6291,0.3322,8,4,111,0.7227,34,3.566,1.786,HIGH
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,4,1,0.441,0.4873,5,3,161,0.8034,29,7.943,1.696,MEDIUM
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,0,0.6471,0.4131,6,2,65,0.846,32,1.369,0.849,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,0,0.4966,0.3123,5,4,82,0.8365,36,4.743,0.684,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,1.0,1,0,0.9625,0.0,1,0,28,0.9597,57,1.178,0.201,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,1,0.6085,0.3753,4,3,145,0.9993,35,2.19,1.385,LOW
checkout,0.0,1.0,0.0,16,0.0,1.0,1.0,5,1,0.3547,0.639,6,3,144,0.6026,23,5.517,0.91,HIGH
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,0,4,0.6304,0.3242,1,1,54,1.0,37,2.739,0.275,LOW
cart_ops,0.0,1.0,0.0,2,0.0,0.0,0.0,1,3,0.7677,0.1521,2,1,73,0.7571,23,1.559,0.741,MEDIUM
search,1.0,0.0,0.0,5,0.0,0.0,0.0,2,0,0.8878,0.09,3,1,50,0.9457,40,0.737,0.213,LOW
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,2,0.8657,0.1251,2,0,29,0.9936,40,1.066,0.256,LOW
cart_ops,1.0,0.0,0.0,5,1.0,0.0,0.0,1,1,0.8099,0.2639,5,1,48,0.9065,27,2.172,0.166,MEDIUM
search,1.0,0.0,0.0,4,1.0,0.0,0.0,1,1,0.9753,0.0329,2,1,46,0.9642,60,0.65,0.104,LOW
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,2,0.7498,0.8591,8,5,130,0.4729,14,7.248,1.145,HIGH
search,1.0,0.0,0.0,4,0.0,0.0,0.0,1,1,0.9892,0.0,1,0,29,1.0,14,0.658,0.235,LOW
search,1.0,0.0,0.0,2,0.0,0.0,1.0,1,1,0.8864,0.096,2,0,39,0.9947,96,1.961,0.243,LOW
search,0.0,0.0,1.0,2,0.0,0.0,0.0,0,2,0.9346,0.0835,1,1,47,0.8989,68,0.844,0.096,MEDIUM
search,1.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0.9682,0.1101,1,0,13,1.0,44,1.502,0.36,LOW
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,5,1,0.5723,0.3461,10,8,52,0.5215,43,7.483,1.243,HIGH
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,0,0.6629,0.3278,7,2,93,0.9454,55,4.544,0.773,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9787,0.0525,2,0,40,1.0,83,0.816,0.204,LOW
cart_ops,0.0,1.0,0.0,4,0.0,0.0,1.0,0,3,0.7633,0.2147,3,1,72,0.8735,22,2.715,0.28,MEDIUM
login_flow,0.0,0.0,1.0,5,1.0,0.0,1.0,4,1,0.5869,0.4122,4,2,111,0.7595,33,4.646,0.768,MEDIUM
cart_ops,0.0,0.0,1.0,6,0.0,0.0,1.0,2,1,0.6219,0.041,3,0,81,0.8768,30,1.906,0.293,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,0.0,2,1,0.8597,0.0871,2,0,36,0.9071,78,0.653,0.334,MEDIUM
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,2,1,0.6728,0.2997,5,3,105,0.7888,49,3.663,1.132,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,2,2,0.7603,0.0682,3,2,50,0.9376,32,1.977,0.056,LOW
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,7,2,0.4912,0.5183,9,4,80,0.5071,29,9.46,2.162,HIGH
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,0,2,0.8111,0.1307,4,0,63,0.8254,16,1.415,0.451,MEDIUM
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,6,2,0.7609,0.6436,7,3,124,0.7722,43,5.371,0.61,MEDIUM
